X,Y,OBJECTID,status,eventIsland,directLineDistance1,directLineDistance2,directLineDistance3,eventDescription,eventType,expectedResolution,impact,planned,restrictions,startDate,endDate,informationSource,supplier,eventCreated,eventModified,GDB_GEOMATTR_DATA,GlobalID,eventComments,locationArea,alternativeRoute,eventId,CreationDate,Creator,EditDate,Editor
1766795.32007304,5462599.87267715,100489,Active,North Island,,,,Road Construction,Road Work,Until further notice,Caution,true,,2023/09/17 18:00:00+00,2023/09/29 05:00:00+00,NZTA,Official,2023/09/17 18:12:11.293+00,2023/09/17 18:12:14.633+00,,807d424f-51ec-4725-8dc2-dd596cc3a98e,,"SH 1 Mackays Interchange, SH1 Northbound offramp, at the intersection with Whareroa Road",,441577,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA
1766795.32007304,5462599.87267715,100490,Active,North Island,,,,Road Construction,Road Work,Until further notice,Caution,true,,2023/09/17 18:00:00+00,2023/09/29 05:00:00+00,NZTA,Official,2023/09/17 18:12:11.293+00,2023/09/17 18:12:14.633+00,,8c29e2ed-b279-4bab-80e7-6921faf9737b,,"SH 1 Mackays Interchange, SH1 Northbound offramp, at the intersection with Whareroa Road",,441577,2023/09/21 18:35:22.688+00,ETL_Integration_NZTA,2023/09/21 18:35:22.688+00,ETL_Integration_NZTA
1575202.29383774,5175673.31157794,100491,Scheduled,South Island,,,,Pavement Repairs,Road Work,02/10/2023 06:00,Road Closed,true,,2023/10/01 06:00:00+00,2023/10/01 18:00:00.757+00,NZTA,Official,2023/09/21 01:16:37.120+00,2023/09/21 18:21:14.837+00,,93d906f7-78f1-40d0-85b3-1b2be4e2e374,,SH 74 Heathcote (Port Hills Road Off-ramp),,442940,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA
1860051.61330051,5787297.10692852,100492,Scheduled,North Island,9.55 km northeast of Ngatira,9.98 km northwest of Arahiwi,11.19 km southeast of Tapapa,Road Construction,Road Work,30/11/2023 18:00,Delays,true,,2023/10/15 18:00:00+00,2023/11/30 06:00:00+00,NMC,Official,2023/09/13 23:52:52.030+00,2023/09/13 23:52:52.030+00,,51427509-9f66-4219-9da9-e5111fd09d59,,SH 5 Tirau to Rotorua,,441264,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA
1575202.29383774,5175673.31157794,100493,Scheduled,South Island,,,,Pavement Repairs,Road Work,02/10/2023 06:00,Road Closed,true,,2023/10/01 06:00:00+00,2023/10/01 18:00:00.757+00,NZTA,Official,2023/09/21 01:16:37.120+00,2023/09/21 18:21:14.837+00,,7ef5dd9e-f19f-4469-b06e-7b2509697965,,SH 74 Heathcote (Port Hills Road Off-ramp),,442940,2023/09/21 18:35:22.688+00,ETL_Integration_NZTA,2023/09/21 18:35:22.688+00,ETL_Integration_NZTA
1860051.61330051,5787297.10692852,100494,Scheduled,North Island,9.55 km northeast of Ngatira,9.98 km northwest of Arahiwi,11.19 km southeast of Tapapa,Road Construction,Road Work,30/11/2023 18:00,Delays,true,,2023/10/15 18:00:00+00,2023/11/30 06:00:00+00,NMC,Official,2023/09/13 23:52:52.030+00,2023/09/13 23:52:52.030+00,,7dae3d09-bde4-4083-9d4e-ceac5eb95515,,SH 5 Tirau to Rotorua,,441264,2023/09/21 18:35:22.688+00,ETL_Integration_NZTA,2023/09/21 18:35:22.688+00,ETL_Integration_NZTA
1642868.87765306,5295458.20768325,100495,Scheduled,South Island,,,,Resurfacing,Road Work,09/10/2023 19:00,Delays,true,,2023/10/08 18:00:00.453+00,2023/10/09 07:00:00.453+00,NZTA,Official,2023/09/17 23:09:44.623+00,2023/09/17 23:09:49.507+00,,9587718a-21cd-4f8c-b6d6-84aa7a90773d,,SH 1 1.5km south of Goose Bay,,441612,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA
1642868.87765306,5295458.20768325,100496,Scheduled,South Island,,,,Resurfacing,Road Work,09/10/2023 19:00,Delays,true,,2023/10/08 18:00:00.453+00,2023/10/09 07:00:00.453+00,NZTA,Official,2023/09/17 23:09:44.623+00,2023/09/17 23:09:49.507+00,,66f283d1-3586-47cf-aca4-3aceb55e1a64,,SH 1 1.5km south of Goose Bay,,441612,2023/09/21 18:35:22.688+00,ETL_Integration_NZTA,2023/09/21 18:35:22.688+00,ETL_Integration_NZTA
1460234.58562072,5083424.86389126,100497,Active,South Island,0.51 km east of Maori Hill,0.90 km southeast of Waimataitai,0.99 km northeast of Seaview,Services,Road Work,Until further notice,Delays,true,,2023/09/19 00:12:00+00,2023/09/29 00:00:00+00,NMC,Official,2023/09/19 00:15:21.593+00,2023/09/19 00:15:21.593+00,,1786bf9c-0d9e-43a6-80a3-ade3432603b4,,"SH 1 Timaru, Evans St near Beverley Rd",,442731,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA
1770747.29581333,5810801.43921427,100498,Resolved,North Island,1.72 km west of Te Uku,2.82 km northeast of Kauroa,2.84 km southeast of Okete,Maintenance,Road Work,Until further notice,Caution,true,,2023/09/20 21:43:00+00,2023/09/21 06:00:00+00,NMC,Official,2023/09/20 21:45:29.703+00,2023/09/21 06:01:49.920+00,,464f13d2-8dc8-4e41-a342-aeb3584227a9,,SH 23 Raglan,,442892,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA
1668816.15029304,5322790.46515745,100499,Active,South Island,,,,Other,Road Work,Until further notice,Caution,true,,2023/08/22 21:00:00.313+00,2023/09/30 05:00:00.313+00,NZTA,Official,2023/08/23 01:00:01.190+00,2023/08/23 01:00:04.157+00,,efcf516c-6047-41f8-9309-2331ac8630b8,,SH 1 3.5km north of Half Moon Bay,,439458,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA
1765737.45741014,5441983.62396657,100500,Active,North Island,,,,Slip,Road Hazard,Until further notice,Caution,false,,2023/08/25 17:43:55.737+00,,NZTA,Official,2023/08/25 17:43:56.153+00,2023/09/17 09:34:46.107+00,,0c2ed615-56d6-4a7b-a87c-5387d25164b7,,"SH 58 Haywards, near Hebden Crescent",,439669,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA
1764333.68098487,5787081.48179455,100501,Active,North Island,3.37 km southeast of Okapu,4.53 km east of Kawhia,4.78 km west of Oparau,Other,Road Work,Until further notice,Caution,true,,2023/08/30 21:27:00+00,2023/09/29 18:00:00+00,NMC,Official,2023/08/30 21:28:02.890+00,2023/08/30 21:28:02.890+00,,73adb9e3-c533-451b-818f-4ae85b8f93ab,,SH 31 Kawhia,,440053,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA
1708287.21915364,5682349.13601313,100502,Active,North Island,,,,Other,Road Work,Until further notice,Delays,true,,2023/04/16 19:00:01+00,2023/12/01 05:30:01+00,NZTA,Official,2023/04/10 19:30:08.180+00,2023/08/25 01:52:12.397+00,,f1349b1a-f8d1-4532-b6f8-3d5c49c96fa3,,"SH 3 Waitara, intersection with Princess Street",,421106,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA
1769533.50472057,5901995.7005615,100503,Resolved,North Island,1.32 km northwest of Manurewa East,2.72 km northeast of Manurewa,3.06 km east of Homai,Maintenance,Road Work,22/09/2023 04:14,Road Closed,true,,2023/09/21 09:00:00+00,2023/09/21 16:14:28.947+00,NZTA,Official,2023/09/20 23:44:05.890+00,2023/09/21 16:14:28.187+00,,da7636c5-2ff3-4607-b4bc-8c3e03b12c90,,SH 1 Hill Rd Off-ramp Southbound,,442916,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA
1239762.47180106,4834512.25475557,100504,Active,South Island,,,,Road Construction,Road Work,10/10/2023 18:00,Caution,true,,2023/07/30 19:00:50+00,2023/10/10 06:00:50+00,NZTA,Official,2023/07/24 18:25:54.423+00,2023/07/30 19:01:49.713+00,,5d6f8e4a-9ae6-434a-8196-9212d0b77a64,,"SH 1 Bluff to Invercargill, near Omaui Road",,435749,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA
1907373.40163912,5808251.24464178,100505,Active,North Island,2.12 km northeast of Pongakawa,2.76 km west of Pukehina,3.75 km east of Maniatutu,Resurfacing,Road Work,30/10/2023 06:00,Delays,true,,2023/09/17 18:00:00+00,2023/10/29 18:00:00+00,NMC,Official,2023/09/05 22:15:55.063+00,2023/09/17 18:01:48.687+00,,96060331-3d0b-4407-aab5-f8c5f1400d3b,,SH 2 Matata to (SH33) Paengaroa,,440495,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA
1772872.30479034,5891426.26321295,100506,Resolved,North Island,0.54 km northwest of Runciman,0.63 km south of Drury,2.89 km southwest of Opaheke,Maintenance,Road Work,22/09/2023 03:27,Road Closed,true,,2023/09/21 09:00:00+00,2023/09/21 15:27:26.520+00,NZTA,Official,2023/09/20 23:47:22.283+00,2023/09/21 15:27:25.447+00,,d931c9d8-fb1e-4d6e-9124-6befb764b81b,,SH 1 Drury On-ramp Northbound,,442919,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA
1258943.72862476,5004113.96879064,100507,Active,South Island,,,,Other,Road Work,26/10/2023 06:00,Caution,true,,2023/09/10 08:00:06+00,2023/10/25 18:00:06+00,NZTA,Official,2023/09/08 01:17:56.090+00,2023/09/10 08:00:25.087+00,,e2779f7b-0719-462c-9930-7cf5450f74bf,,"SH 6A Queenstown, near Suburb Street",,440728,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA
1798919.64001776,5737778.64687497,100508,Active,North Island,1.27 km southeast of Kopaki,2.96 km north of Mangapehi,4.49 km southwest of Mangaokewa,Other,Road Work,Until further notice,Caution,true,,2023/07/17 01:32:00+00,2023/09/29 20:00:00+00,NMC,Official,2023/07/17 01:38:16.407+00,2023/07/28 04:28:27.463+00,,77613365-af66-4a81-9765-f07ec43fe67a,,SH 30 Kopaki,,433971,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA
1819319.75596588,5657818.01304819,100509,Active,North Island,,,,Snow,Road Hazard,Until further notice,Caution,false,,2023/08/01 19:32:53.407+00,,NZTA,Official,2023/08/01 19:32:53.820+00,2023/08/22 02:57:47.037+00,,53371fe9-d1ed-4a91-a836-dd3faf8cfd53,,"SH N/A Bruce Road, Ruapehu",,436491,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA
1669762.45882926,5323777.70677423,100510,Scheduled,South Island,,,,Resurfacing,Road Work,04/10/2023 19:00,Delays,true,,2023/10/03 18:00:00.563+00,2023/10/04 07:00:00.563+00,NZTA,Official,2023/09/17 22:54:50.937+00,2023/09/17 22:54:53.883+00,,16c1b359-99c9-4218-b3de-cb3e613eaa3f,,SH 1 5km north of Half Moon Bay (Paparoa Point),,441607,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA
1785867.66761835,5488578.37693416,100511,Resolved,North Island,,,,Other,Road Work,Until further notice,Caution,true,,2023/09/21 07:00:31.120+00,2023/09/21 16:52:17+00,NZTA,Official,2023/09/21 07:01:59.683+00,2023/09/21 16:53:47.307+00,,ddedaec2-7128-47d4-b219-a106f61db5b7,,"SH 1 Otaki to Manakau, near Atkins Road intersection",,442983,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA
1730452.46626542,5973499.96324357,100512,Resolved,North Island,0.39 km northeast of Tauhoa,4.66 km north of Mangakura,6.07 km west of Hoteo,Other,Road Work,22/09/2023 06:00,Caution,true,,2023/09/18 07:00:00+00,2023/09/21 18:00:00+00,NMC,Official,2023/09/15 03:32:34.390+00,2023/09/21 18:01:14.650+00,,57c78300-4d6d-4744-b5db-3487ce1864c7,,SH 16 Tauhoa,,441373,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA
1644498.83949143,5443409.42898991,100513,Active,South Island,,,,Other,Road Work,Until further notice,Caution,true,,2023/03/26 18:00:00+00,2024/03/31 06:00:00+00,NZTA,Official,2023/03/24 03:39:44.817+00,2023/03/30 21:18:19.567+00,,ee6bab7c-988e-40e5-9be6-efaa31393efd,,SH 6 Hira to Rai Valley,,419591,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA
1748824.63296253,5945446.85308836,100514,Resolved,North Island,0.68 km south of Silverdale,2.79 km east of Pine Valley,3.80 km southwest of Red Beach,Maintenance,Road Work,22/09/2023 04:09,Road Closed,true,,2023/09/21 09:00:00+00,2023/09/21 16:09:30.777+00,NZTA,Official,2023/09/20 23:39:26.397+00,2023/09/21 16:09:30.040+00,,cd102d31-fa69-4862-b2ca-e035533546a1,,SH 1 Silverdale On-ramp Southbound,,442912,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA
1867417.77997925,5549144.28788307,100515,Active,North Island,,,,Resurfacing,Road Work,Until further notice,Caution,true,,2023/08/17 20:49:50.343+00,2023/10/19 20:49:50.343+00,NZTA,Official,2023/08/17 21:02:13.863+00,2023/09/12 22:24:13.890+00,,709fd3d3-13ff-4806-aa6c-58bb640765ba,,"SH 2 Piripiri, near to intersection with Otanga Road",,438975,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA
1791922.28627256,5780470.505122,100516,Resolved,North Island,0.32 km south of Tihiroa,3.89 km west of Te Kawa West,4.81 km south of Te Kopua,Other,Road Work,Until further notice,Caution,true,,2023/09/20 21:38:00+00,2023/09/21 05:00:00+00,NMC,Official,2023/09/20 21:39:43.993+00,2023/09/21 05:01:23.070+00,,827757d8-c133-4d5d-9745-1d290b6ed401,,SH 31 Tihiroa,,442889,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA
1621036.54221936,5427693.90669607,100517,Scheduled,South Island,,,,Other,Road Work,28/09/2023 05:00,Delays,true,,2023/09/27 08:00:00.140+00,2023/09/27 17:00:00.140+00,NZTA,Official,2023/09/21 00:17:41.880+00,2023/09/21 00:19:20.513+00,,d0493c13-054e-4d3c-8180-05d6f4f40651,,SH 6 Beatson Roundabout,,442932,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA
1623804.46013944,5431793.85789342,100518,Scheduled,South Island,,,,Other,Road Work,25/09/2023 05:00,Delays,true,,2023/09/24 08:00:00.790+00,2023/09/24 17:00:00.790+00,NZTA,Official,2023/09/20 23:38:42.337+00,2023/09/21 00:19:45.523+00,,e3e25711-0621-4751-85a9-76d5695f55e1,,SH 6 Trafalgar Roundabout,,442911,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA
1723289.01463504,6003552.35995403,100519,Scheduled,North Island,1.58 km northeast of Maungaturoto,5.51 km west of Brynderwyn,5.66 km west of Pukekaroro,Resurfacing,Road Work,27/10/2023 17:00,Delays,true,,2023/09/25 19:00:00+00,2023/10/27 05:00:00+00,NMC,Official,2023/09/20 00:09:36.640+00,2023/09/20 00:09:36.640+00,,317b941c-b046-47b0-b813-9de950a1e5e9,,SH 12 Ruawai to Brynderwyn,,442827,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA
1822970.44127387,5828905.4289803,100520,Active,North Island,0.78 km south of Morrinsville,1.90 km east of Kuranui,6.46 km northeast of Motumaoho,Resurfacing,Road Work,Until further notice,Delays,true,,2023/09/11 00:09:00+00,2023/09/24 17:00:00+00,NMC,Official,2023/09/11 00:33:01.940+00,2023/09/21 17:00:47.623+00,,2d9a4390-4868-4bf2-8b69-af8075876726,,SH 26 Morrinsville to Te Aroha,,440977,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA
1460234.58562072,5083424.86389126,100521,Active,South Island,0.51 km east of Maori Hill,0.90 km southeast of Waimataitai,0.99 km northeast of Seaview,Services,Road Work,Until further notice,Delays,true,,2023/09/19 00:12:00+00,2023/09/29 00:00:00+00,NMC,Official,2023/09/19 00:15:21.593+00,2023/09/19 00:15:21.593+00,,fc39d773-8bc0-45c0-9379-6964d6cdf2b2,,"SH 1 Timaru, Evans St near Beverley Rd",,442731,2023/09/21 18:35:22.688+00,ETL_Integration_NZTA,2023/09/21 18:35:22.688+00,ETL_Integration_NZTA
1883539.65461984,5774155.32580734,100522,Scheduled,North Island,0.79 km northeast of Utuhina,1.62 km southwest of Ohinemutu,1.63 km northwest of Glenholme,Bridge Repairs,Road Work,15/10/2023 23:59,Road Closed,true,,2023/09/24 19:00:00+00,2023/10/15 11:59:00+00,NMC,Official,2023/08/31 21:26:46.937+00,2023/09/05 06:28:29.573+00,,95599054-d8a8-48ec-ae96-40b159da2daf,,SH 5 Malfroy Street to Lake Road,,440116,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA
1770747.29581333,5810801.43921427,100523,Resolved,North Island,1.72 km west of Te Uku,2.82 km northeast of Kauroa,2.84 km southeast of Okete,Maintenance,Road Work,Until further notice,Caution,true,,2023/09/20 21:43:00+00,2023/09/21 06:00:00+00,NMC,Official,2023/09/20 21:45:29.703+00,2023/09/21 06:01:49.920+00,,42271744-5be3-42bd-8ea2-5b9010c26bcc,,SH 23 Raglan,,442892,2023/09/21 18:35:22.688+00,ETL_Integration_NZTA,2023/09/21 18:35:22.688+00,ETL_Integration_NZTA
1535122.74435561,5374594.4798555,100524,Resolved,South Island,,,,Breakdown,Road Hazard,Until further notice,Caution,false,,2023/09/20 23:35:06.547+00,2023/09/21 02:02:51+00,Police,Official,2023/09/20 23:35:07.047+00,2023/09/21 02:03:27.833+00,,5c79f317-7f36-45fb-95e9-e1e21f09f853,,"SH 6 Fern Flat, at O'Sullivans Bridge",,442909,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA
1668816.15029304,5322790.46515745,100525,Active,South Island,,,,Other,Road Work,Until further notice,Caution,true,,2023/08/22 21:00:00.313+00,2023/09/30 05:00:00.313+00,NZTA,Official,2023/08/23 01:00:01.190+00,2023/08/23 01:00:04.157+00,,453d3497-62bf-4c2e-85e2-1de736fb84d2,,SH 1 3.5km north of Half Moon Bay,,439458,2023/09/21 18:35:22.688+00,ETL_Integration_NZTA,2023/09/21 18:35:22.688+00,ETL_Integration_NZTA
1765737.45741014,5441983.62396657,100526,Active,North Island,,,,Slip,Road Hazard,Until further notice,Caution,false,,2023/08/25 17:43:55.737+00,,NZTA,Official,2023/08/25 17:43:56.153+00,2023/09/17 09:34:46.107+00,,231ed8f9-633a-4769-947d-5c467624b1eb,,"SH 58 Haywards, near Hebden Crescent",,439669,2023/09/21 18:35:22.688+00,ETL_Integration_NZTA,2023/09/21 18:35:22.688+00,ETL_Integration_NZTA
1296658.07292453,5043603.52190358,100527,Active,South Island,,,,Road Construction,Road Work,Until further notice,Caution,true,,2023/08/21 21:00:00.360+00,2023/10/22 04:00:00.360+00,NZTA,Official,2023/08/21 21:49:04.177+00,2023/09/18 21:43:19.947+00,,fe8b1941-580c-4f0f-af87-4bdaef7666f9,,"SH 6/84 Albert Town, at the intersection of State Highway 6 and State Highway 84",,439323,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA
1764333.68098487,5787081.48179455,100528,Active,North Island,3.37 km southeast of Okapu,4.53 km east of Kawhia,4.78 km west of Oparau,Other,Road Work,Until further notice,Caution,true,,2023/08/30 21:27:00+00,2023/09/29 18:00:00+00,NMC,Official,2023/08/30 21:28:02.890+00,2023/08/30 21:28:02.890+00,,e1c28b92-0edf-4f12-928a-8eb93a78fa3a,,SH 31 Kawhia,,440053,2023/09/21 18:35:22.688+00,ETL_Integration_NZTA,2023/09/21 18:35:22.688+00,ETL_Integration_NZTA
1708287.21915364,5682349.13601313,100529,Active,North Island,,,,Other,Road Work,Until further notice,Delays,true,,2023/04/16 19:00:01+00,2023/12/01 05:30:01+00,NZTA,Official,2023/04/10 19:30:08.180+00,2023/08/25 01:52:12.397+00,,245238c2-bc1d-49ff-bfda-f61dc3734d38,,"SH 3 Waitara, intersection with Princess Street",,421106,2023/09/21 18:35:22.688+00,ETL_Integration_NZTA,2023/09/21 18:35:22.688+00,ETL_Integration_NZTA
1769533.50472057,5901995.7005615,100530,Resolved,North Island,1.32 km northwest of Manurewa East,2.72 km northeast of Manurewa,3.06 km east of Homai,Maintenance,Road Work,22/09/2023 04:14,Road Closed,true,,2023/09/21 09:00:00+00,2023/09/21 16:14:28.947+00,NZTA,Official,2023/09/20 23:44:05.890+00,2023/09/21 16:14:28.187+00,,549150b8-c2d4-41f3-80e9-bac6fa8f15fd,,SH 1 Hill Rd Off-ramp Southbound,,442916,2023/09/21 18:35:22.688+00,ETL_Integration_NZTA,2023/09/21 18:35:22.688+00,ETL_Integration_NZTA
1694624.16411244,5674087.99327479,100531,Scheduled,North Island,,,,Other,Road Work,30/09/2023 06:00,Caution,true,,2023/09/25 07:00:00.587+00,2023/09/29 19:00:00.587+00,NZTA,Official,2023/09/21 01:35:03.267+00,2023/09/21 01:35:10.653+00,,76bcd18f-cfba-43aa-9791-be844827f7aa,,"SH 3 Welbourn, at the intersection with Junction Street",,442943,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA
1239762.47180106,4834512.25475557,100532,Active,South Island,,,,Road Construction,Road Work,10/10/2023 18:00,Caution,true,,2023/07/30 19:00:50+00,2023/10/10 06:00:50+00,NZTA,Official,2023/07/24 18:25:54.423+00,2023/07/30 19:01:49.713+00,,39eb72cb-6bc3-467a-a762-10d9841619b9,,"SH 1 Bluff to Invercargill, near Omaui Road",,435749,2023/09/21 18:35:22.688+00,ETL_Integration_NZTA,2023/09/21 18:35:22.688+00,ETL_Integration_NZTA
1732014.8287868,5952273.91620601,100533,Active,North Island,1.85 km southwest of Makarau,3.52 km northwest of Kanohi,4.64 km southeast of Kakanui,Other,Road Work,22/09/2023 06:59,Caution,true,,2023/09/17 19:00:00+00,2023/09/21 18:59:00+00,NMC,Official,2023/09/15 03:40:10.717+00,2023/09/17 19:00:12.447+00,,e6755dc7-eaac-4d44-a7ef-663c4dc3f037,,SH 16 Kaukapakapa,,441377,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA
1907373.40163912,5808251.24464178,100534,Active,North Island,2.12 km northeast of Pongakawa,2.76 km west of Pukehina,3.75 km east of Maniatutu,Resurfacing,Road Work,30/10/2023 06:00,Delays,true,,2023/09/17 18:00:00+00,2023/10/29 18:00:00+00,NMC,Official,2023/09/05 22:15:55.063+00,2023/09/17 18:01:48.687+00,,5d912c35-0b40-43af-93b1-6199451fe68a,,SH 2 Matata to (SH33) Paengaroa,,440495,2023/09/21 18:35:22.688+00,ETL_Integration_NZTA,2023/09/21 18:35:22.688+00,ETL_Integration_NZTA
1772872.30479034,5891426.26321295,100535,Resolved,North Island,0.54 km northwest of Runciman,0.63 km south of Drury,2.89 km southwest of Opaheke,Maintenance,Road Work,22/09/2023 03:27,Road Closed,true,,2023/09/21 09:00:00+00,2023/09/21 15:27:26.520+00,NZTA,Official,2023/09/20 23:47:22.283+00,2023/09/21 15:27:25.447+00,,907d72bd-b4d3-4924-8ec9-dfdbed210b82,,SH 1 Drury On-ramp Northbound,,442919,2023/09/21 18:35:22.688+00,ETL_Integration_NZTA,2023/09/21 18:35:22.688+00,ETL_Integration_NZTA
1883578.71930308,5773969.42655286,100536,Resolved,North Island,0.67 km northeast of Utuhina,1.45 km northwest of Glenholme,1.50 km north of Hillcrest,Resurfacing,Road Work,22/09/2023 05:00,Delays,true,,2023/09/17 08:00:00+00,2023/09/21 17:00:00+00,NMC,Official,2023/09/11 02:15:39.337+00,2023/09/21 17:00:47.717+00,,8d792634-5853-463f-b930-960220afce9a,,SH 5 La Trobe Place to Malfroy Road,,440986,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA
1258943.72862476,5004113.96879064,100537,Active,South Island,,,,Other,Road Work,26/10/2023 06:00,Caution,true,,2023/09/10 08:00:06+00,2023/10/25 18:00:06+00,NZTA,Official,2023/09/08 01:17:56.090+00,2023/09/10 08:00:25.087+00,,decd0b73-10d4-44b2-8a9b-ef57d65165fb,,"SH 6A Queenstown, near Suburb Street",,440728,2023/09/21 18:35:22.688+00,ETL_Integration_NZTA,2023/09/21 18:35:22.688+00,ETL_Integration_NZTA
1791346.39712108,5749546.51420906,100538,Active,North Island,0.55 km north of Waiteti,5.20 km east of Tanehopuwai,6.22 km south of Te Kuiti,Other,Road Work,Until further notice,Caution,true,,2023/08/09 21:11:00+00,2023/09/29 18:00:00+00,NMC,Official,2023/08/09 21:12:14.620+00,2023/08/20 22:05:27.967+00,,a682b604-7e25-4e33-ba45-620dfccc090c,,SH 30 Te Kuiti,,437257,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA
1798919.64001776,5737778.64687497,100539,Active,North Island,1.27 km southeast of Kopaki,2.96 km north of Mangapehi,4.49 km southwest of Mangaokewa,Other,Road Work,Until further notice,Caution,true,,2023/07/17 01:32:00+00,2023/09/29 20:00:00+00,NMC,Official,2023/07/17 01:38:16.407+00,2023/07/28 04:28:27.463+00,,a2ca6be8-3950-4245-98ec-c18dafeaeb46,,SH 30 Kopaki,,433971,2023/09/21 18:35:22.688+00,ETL_Integration_NZTA,2023/09/21 18:35:22.688+00,ETL_Integration_NZTA
1819319.75596588,5657818.01304819,100540,Active,North Island,,,,Snow,Road Hazard,Until further notice,Caution,false,,2023/08/01 19:32:53.407+00,,NZTA,Official,2023/08/01 19:32:53.820+00,2023/08/22 02:57:47.037+00,,a03675f1-c4af-4a80-922d-b9334c6723af,,"SH N/A Bruce Road, Ruapehu",,436491,2023/09/21 18:35:22.688+00,ETL_Integration_NZTA,2023/09/21 18:35:22.688+00,ETL_Integration_NZTA
1774875.89162169,5887384.89630391,100541,Resolved,North Island,1.71 km east of Ramarama,3.97 km southeast of Runciman,5.03 km south of Drury,Maintenance,Road Work,22/09/2023 03:41,Road Closed,true,,2023/09/21 09:00:00+00,2023/09/21 15:41:18.277+00,NZTA,Official,2023/09/20 23:48:48.240+00,2023/09/21 15:41:17.193+00,,d0a939e0-b6e9-4568-b230-346d6296877d,,SH 1 Ramarama On-ramp Northbound,,442920,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA
